x1,y1,x2,y2,Width,Length
84.335936,65.773064,78.997023,73.805057,1.25,NA
98.604537,237.92941,98.54547699999999,237.98851,0.15000001,NA
98.54547699999999,237.98851,98.380113,238.21294,0.15000001,NA
98.380113,238.21294,97.328865,238.69722000000002,0.15000001,NA
97.328865,238.69722000000002,96.194938,239.00433,0.15000001,NA
90.478051,238.04752,91.62378899999999,238.56724,0.2,NA
91.62378899999999,238.56724,93.04120199999998,238.89797,0.2,NA
93.04120199999998,238.89797,94.43498699999998,239.07513999999998,0.2,NA
94.43498699999998,239.07513999999998,95.40355199999998,239.15783999999996,0.2,NA
95.40355199999998,239.15783999999996,96.19493699999998,239.00433999999996,0.2,NA
86.225818,234.48037,87.312499,235.67336,0.2,NA
87.312499,235.67336,88.162946,236.48837,0.2,NA
88.162946,236.48837,89.296874,237.36244,0.2,NA
89.296874,237.36244,90.47805100000001,238.04752,0.2,NA
82.552362,226.77911,82.942148,228.2792,0.25,NA
82.942148,228.2792,83.792596,230.44075,0.25,NA
83.792596,230.44075,84.77297300000001,232.17708000000002,0.25,NA
84.77297300000001,232.17708000000002,85.458053,233.44094,0.25,NA
85.458053,233.44094,86.225818,234.48037000000002,0.25,NA
80.922341,219.76292,81.170387,220.95591000000002,0.25,NA
81.170387,220.95591000000002,81.50111700000001,222.59775000000002,0.25,NA
81.50111700000001,222.59775000000002,81.961775,224.57031,0.25,NA
81.961775,224.57031,82.351561,226.28301000000002,0.25,NA
82.351561,226.28301000000002,82.552362,226.77911000000003,0.25,NA
79.800221,210.60881,80.083704,213.30189000000001,0.25,NA
80.083704,213.30189000000001,80.29631499999999,215.36895,0.25,NA
80.29631499999999,215.36895,80.56798699999999,217.75493,0.25,NA
80.56798699999999,217.75493,80.92234099999999,219.76292,0.25,NA
79.351377,205.73056,79.528553,207.83305,0.30000001,NA
79.528553,207.83305,79.611233,209.53393999999997,0.30000001,NA
79.611233,209.53393999999997,79.800217,210.60880999999998,0.30000001,NA
78.819848,198.21828,78.98521199999999,200.39165,0.30000001,NA
78.98521199999999,200.39165,79.05608199999999,201.18303,0.30000001,NA
79.05608199999999,201.18303,79.28050699999999,203.22647,0.30000001,NA
79.28050699999999,203.22647,79.35137699999999,205.73056,0.30000001,NA
78.252883,191.89899,78.37100099999999,193.83612,0.30000001,NA
78.37100099999999,193.83612,78.595423,196.48194999999998,0.30000001,NA
78.595423,196.48194999999998,78.819848,198.21828,0.30000001,NA
77.922153,186.86718,78.252883,191.89899,0.34999999,NA
77.307942,179.00056,77.42605999999999,181.49283,0.34999999,NA
77.42605999999999,181.49283,77.922151,186.86718,0.34999999,NA
77.059895,175.91769,77.307942,179.00056,0.34999999,NA
76.69373,159.15681,76.811848,162.48772,0.40000001,NA
76.811848,162.48772,76.918155,166.14936,0.40000001,NA
76.918155,166.14936,77.08352,170.24804,0.40000001,NA
77.08352,170.24804,77.09531999999999,173.74432000000002,0.40000001,NA
77.09531999999999,173.74432000000002,77.05987999999999,175.91769000000002,0.40000001,NA
76.540179,150.07356,76.740977,154.24310999999997,0.40000001,NA
76.740977,154.24310999999997,76.693727,159.15680999999998,0.40000001,NA
76.55199,130.05264,76.52836,133.04101,0.40000001,NA
76.52836,133.04101,76.398431,136.83259,0.40000001,NA
76.398431,136.83259,76.551984,139.33668,0.40000001,NA
76.551984,139.33668,76.433867,141.68722,0.40000001,NA
76.433867,141.68722,76.491977,143.12702,0.40000001,NA
76.491977,143.12702,76.46929700000001,148.04193999999998,0.40000001,NA
76.46929700000001,148.04193999999998,76.54016700000001,150.07356,0.40000001,NA
77.283137,130.69933,77.059895,130.53688,0.44999999,NA
77.059895,130.53688,76.55199,130.05259999999998,0.44999999,NA
76.55199,130.05259999999998,76.49293,128.88323999999997,0.44999999,NA
76.49293,128.88323999999997,76.4575,125.59956999999997,0.44999999,NA
76.4575,125.59956999999997,76.59924,122.16234999999998,0.44999999,NA
76.59924,122.16234999999998,76.55198999999999,119.64643999999997,0.44999999,NA
76.55198999999999,119.64643999999997,76.46931,114.72093999999997,0.44999999,NA
76.46931,114.72093999999997,76.599239,113.48070999999997,0.44999999,NA
76.599239,113.48070999999997,76.575609,110.61044999999997,0.44999999,NA
76.575609,110.61044999999997,76.575609,107.30315999999998,0.44999999,NA
76.575609,107.30315999999998,76.563799,104.23213999999997,0.44999999,NA
76.563799,104.23213999999997,76.575609,99.73186299999998,0.44999999,NA
76.575609,99.73186299999998,76.611039,96.21195999999998,0.44999999,NA
76.611039,96.21195999999998,76.59922900000001,93.42438599999997,0.44999999,NA
76.59922900000001,93.42438599999997,76.65828900000001,90.83761099999997,0.44999999,NA
76.65828900000001,90.83761099999997,76.71734900000001,87.99097799999997,0.44999999,NA
76.71734900000001,87.99097799999997,76.91814900000001,84.76636799999997,0.44999999,NA
76.91814900000001,84.76636799999997,77.130761,82.67568799999997,0.44999999,NA
77.130761,82.67568799999997,77.66229000000001,78.15178499999996,0.44999999,NA
77.66229000000001,78.15178499999996,78.99701700000001,73.80505699999996,0.44999999,NA
77.66229,78.151785,78.949777,79.04947700000001,0.15000001,NA
78.949777,79.04947700000001,80.355375,79.91173500000001,0.15000001,NA
80.355375,79.91173500000001,83.00120899999999,81.88429900000001,0.15000001,NA
83.00120899999999,81.88429900000001,84.371372,83.11272300000002,0.15000001,NA
84.371372,83.11272300000002,85.42261699999999,84.56556800000001,0.15000001,NA
85.42261699999999,84.56556800000001,86.09588899999999,85.27427300000001,0.15000001,NA
86.09588899999999,85.27427300000001,86.86365199999999,86.620812,0.15000001,NA
86.86365199999999,86.620812,87.70228799999998,87.931918,0.15000001,NA
87.70228799999998,87.931918,88.06845099999998,88.56975399999999,0.15000001,NA
88.06845099999998,88.56975399999999,88.55273299999998,89.77455299999998,0.15000001,NA
88.55273299999998,89.77455299999998,88.64722299999997,90.22339999999998,0.15000001,NA
88.64722299999997,90.22339999999998,88.88345799999996,90.64862199999999,0.15000001,NA
88.88345799999996,90.64862199999999,89.81658799999997,91.98334999999999,0.15000001,NA
89.81658799999997,91.98334999999999,90.25362199999996,92.92829099999999,0.15000001,NA
90.25362199999996,92.92829099999999,90.50166899999996,93.96772499999999,0.15000001,NA
90.50166899999996,93.96772499999999,90.59616899999996,94.64099399999999,0.15000001,NA
90.59616899999996,94.64099399999999,90.78515499999996,95.25520599999999,0.15000001,NA
90.78515499999996,95.25520599999999,91.76553199999996,95.94028899999999,0.15000001,NA
91.76553199999996,95.94028899999999,92.58644799999996,96.99832699999999,0.15000001,NA
77.095331,82.56938,78.288318,83.455263,0.125,NA
78.288318,83.455263,79.528553,84.317521,0.125,NA
79.528553,84.317521,79.930153,84.707308,0.125,NA
79.930153,84.707308,80.225447,84.849051,0.125,NA
80.225447,84.849051,80.816034,85.451449,0.125,NA
80.816034,85.451449,82.528737,85.81761399999999,0.125,NA
82.528737,85.81761399999999,83.08389100000001,85.26246199999999,0.125,NA
83.08389100000001,85.26246199999999,84.43043,84.93173299999998,0.125,NA
84.43043,84.93173299999998,85.422617,84.56556599999998,0.125,NA
88.836216,237.03171,88.753536,237.64592000000002,0.1,NA
88.753536,237.64592000000002,89.11970099999999,238.11839,0.1,NA
89.11970099999999,238.11839,89.72209899999999,238.44912,0.1,NA
89.72209899999999,238.44912,90.34812499999998,238.60268,0.1,NA
90.34812499999998,238.60268,91.10407599999998,237.92941,0.1,NA
91.10407599999998,237.92941,91.62379199999998,237.92941,0.1,NA
91.62379199999998,237.92941,92.03720299999998,238.20108,0.1,NA
92.03720299999998,238.20108,92.39155699999998,238.15388,0.1,NA
92.39155699999998,238.15388,93.02939099999998,238.30742999999998,0.1,NA
93.02939099999998,238.30742999999998,93.05302099999997,238.34283,0.1,NA
90.478051,238.04752,90.917576,238.48884999999999,0.05,NA
90.917576,238.48884999999999,91.376946,238.93151999999998,0.05,NA
91.376946,238.93151999999998,91.89478100000001,239.04008999999996,0.05,NA
91.89478100000001,239.04008999999996,92.425143,239.07348999999996,0.05,NA
92.425143,239.07348999999996,92.93462500000001,239.29482999999996,0.05,NA
92.93462500000001,239.29482999999996,93.18519,239.24472999999998,0.05,NA
93.18519,239.24472999999998,93.506749,239.51617999999996,0.05,NA
93.506749,239.51617999999996,93.811602,239.54537999999997,0.05,NA
93.811602,239.54537999999997,94.137339,239.36580999999995,0.05,NA
94.137339,239.36580999999995,94.55912099999999,239.54955999999996,0.05,NA
94.55912099999999,239.54955999999996,94.955851,239.54155999999995,0.05,NA
94.955851,239.54155999999995,95.093662,239.64595999999995,0.05,NA
95.093662,239.64595999999995,95.48621399999999,239.47473999999994,0.05,NA
95.48621399999999,239.47473999999994,95.82029999999999,239.54993999999994,0.05,NA
95.82029999999999,239.54993999999994,96.120978,239.40794999999994,0.05,NA
96.120978,239.40794999999994,96.430009,239.37034999999995,0.05,NA
96.430009,239.37034999999995,96.847619,239.04878999999994,0.05,NA
96.847619,239.04878999999994,97.068951,239.09888999999993,0.05,NA
97.068951,239.09888999999993,97.244346,239.06968999999992,0.05,NA
97.244346,239.06968999999992,97.45732799999999,239.0616899999999,0.05,NA
97.45732799999999,239.0616899999999,97.64525099999999,238.8779399999999,0.05,NA
